SysNo,ProvinceSysNo,CitySysNo,ProvinceName,CityName,DistrictName,
251,36,NULL,广东省,湛江市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (251,36,NULL,'广东省','湛江市','NULL');"
252,36,NULL,广东省,茂名市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (252,36,NULL,'广东省','茂名市','NULL');"
253,36,NULL,广东省,肇庆市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (253,36,NULL,'广东省','肇庆市','NULL');"
254,36,NULL,广东省,惠州市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (254,36,NULL,'广东省','惠州市','NULL');"
255,36,NULL,广东省,梅州市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (255,36,NULL,'广东省','梅州市','NULL');"
256,36,NULL,广东省,汕尾市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (256,36,NULL,'广东省','汕尾市','NULL');"
257,36,NULL,广东省,河源市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (257,36,NULL,'广东省','河源市','NULL');"
258,36,NULL,广东省,阳江市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (258,36,NULL,'广东省','阳江市','NULL');"
259,36,NULL,广东省,清远市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (259,36,NULL,'广东省','清远市','NULL');"
260,36,NULL,广东省,东莞市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (260,36,NULL,'广东省','东莞市','NULL');"
261,36,NULL,广东省,中山市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (261,36,NULL,'广东省','中山市','NULL');"
262,36,NULL,广东省,潮州市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (262,36,NULL,'广东省','潮州市','NULL');"
263,36,NULL,广东省,揭阳市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (263,36,NULL,'广东省','揭阳市','NULL');"
264,36,NULL,广东省,云浮市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (264,36,NULL,'广东省','云浮市','NULL');"
265,37,NULL,广西壮族自治区,南宁市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (265,37,NULL,'广西壮族自治区','南宁市','NULL');"
266,37,NULL,广西壮族自治区,柳州市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (266,37,NULL,'广西壮族自治区','柳州市','NULL');"
267,37,NULL,广西壮族自治区,桂林市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (267,37,NULL,'广西壮族自治区','桂林市','NULL');"
268,37,NULL,广西壮族自治区,梧州市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (268,37,NULL,'广西壮族自治区','梧州市','NULL');"
269,37,NULL,广西壮族自治区,北海市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (269,37,NULL,'广西壮族自治区','北海市','NULL');"
270,37,NULL,广西壮族自治区,防城港市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (270,37,NULL,'广西壮族自治区','防城港市','NULL');"
271,37,NULL,广西壮族自治区,钦州市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (271,37,NULL,'广西壮族自治区','钦州市','NULL');"
272,37,NULL,广西壮族自治区,贵港市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (272,37,NULL,'广西壮族自治区','贵港市','NULL');"
273,37,NULL,广西壮族自治区,玉林市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (273,37,NULL,'广西壮族自治区','玉林市','NULL');"
274,37,NULL,广西壮族自治区,百色市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (274,37,NULL,'广西壮族自治区','百色市','NULL');"
275,37,NULL,广西壮族自治区,贺州市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (275,37,NULL,'广西壮族自治区','贺州市','NULL');"
276,37,NULL,广西壮族自治区,河池市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (276,37,NULL,'广西壮族自治区','河池市','NULL');"
277,37,NULL,广西壮族自治区,来宾市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (277,37,NULL,'广西壮族自治区','来宾市','NULL');"
278,37,NULL,广西壮族自治区,崇左市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (278,37,NULL,'广西壮族自治区','崇左市','NULL');"
279,38,NULL,海南省,海口市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (279,38,NULL,'海南省','海口市','NULL');"
280,38,NULL,海南省,三亚市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (280,38,NULL,'海南省','三亚市','NULL');"
281,39,NULL,重庆市,重庆市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (281,39,NULL,'重庆市','重庆市','NULL');"
282,40,NULL,四川省,成都市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (282,40,NULL,'四川省','成都市','NULL');"
302,40,NULL,四川省,凉山彝族自治州,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (302,40,NULL,'四川省','凉山彝族自治州','NULL');"
339,44,-999999,陕西省,渭南市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (339,44,-999999,'陕西省','渭南市','NULL');"
372,48,NULL,新疆维吾尔自治区,乌鲁木齐市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (372,48,NULL,'新疆维吾尔自治区','乌鲁木齐市','NULL');"
373,48,NULL,新疆维吾尔自治区,克拉玛依市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (373,48,NULL,'新疆维吾尔自治区','克拉玛依市','NULL');"
374,48,NULL,新疆维吾尔自治区,吐鲁番地区,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (374,48,NULL,'新疆维吾尔自治区','吐鲁番地区','NULL');"
375,48,NULL,新疆维吾尔自治区,哈密地区,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (375,48,NULL,'新疆维吾尔自治区','哈密地区','NULL');"
376,48,NULL,新疆维吾尔自治区,昌吉回族自治州,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (376,48,NULL,'新疆维吾尔自治区','昌吉回族自治州','NULL');"
377,48,NULL,新疆维吾尔自治区,博尔塔拉蒙古自治州,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (377,48,NULL,'新疆维吾尔自治区','博尔塔拉蒙古自治州','NULL');"
378,48,NULL,新疆维吾尔自治区,巴音郭楞蒙古自治州,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (378,48,NULL,'新疆维吾尔自治区','巴音郭楞蒙古自治州','NULL');"
379,48,NULL,新疆维吾尔自治区,阿克苏地区,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (379,48,NULL,'新疆维吾尔自治区','阿克苏地区','NULL');"
380,48,NULL,新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (380,48,NULL,'新疆维吾尔自治区','克孜勒苏柯尔克孜自治州','NULL');"
381,48,NULL,新疆维吾尔自治区,喀什地区,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (381,48,NULL,'新疆维吾尔自治区','喀什地区','NULL');"
382,48,NULL,新疆维吾尔自治区,和田地区,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (382,48,NULL,'新疆维吾尔自治区','和田地区','NULL');"
383,48,NULL,新疆维吾尔自治区,伊犁哈萨克自治州,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (383,48,NULL,'新疆维吾尔自治区','伊犁哈萨克自治州','NULL');"
384,48,NULL,新疆维吾尔自治区,塔城地区,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (384,48,NULL,'新疆维吾尔自治区','塔城地区','NULL');"
385,48,NULL,新疆维吾尔自治区,阿勒泰地区,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (385,48,NULL,'新疆维吾尔自治区','阿勒泰地区','NULL');"
386,48,NULL,新疆维吾尔自治区,石河子市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (386,48,NULL,'新疆维吾尔自治区','石河子市','NULL');"
387,48,NULL,新疆维吾尔自治区,阿拉尔市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (387,48,NULL,'新疆维吾尔自治区','阿拉尔市','NULL');"
388,48,NULL,新疆维吾尔自治区,图木舒克市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (388,48,NULL,'新疆维吾尔自治区','图木舒克市','NULL');"
389,48,NULL,新疆维吾尔自治区,五家渠市,NULL,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (389,48,NULL,'新疆维吾尔自治区','五家渠市','NULL');"
390,19,49,天津市,天津市,和平区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (390,19,49,'天津市','天津市','和平区');"
391,19,49,天津市,天津市,河东区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (391,19,49,'天津市','天津市','河东区');"
392,19,49,天津市,天津市,河西区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (392,19,49,'天津市','天津市','河西区');"
393,19,49,天津市,天津市,南开区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (393,19,49,'天津市','天津市','南开区');"
394,19,49,天津市,天津市,河北区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (394,19,49,'天津市','天津市','河北区');"
395,19,49,天津市,天津市,红桥区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (395,19,49,'天津市','天津市','红桥区');"
396,19,49,天津市,天津市,塘沽区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (396,19,49,'天津市','天津市','塘沽区');"
397,19,49,天津市,天津市,汉沽区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (397,19,49,'天津市','天津市','汉沽区');"
398,19,49,天津市,天津市,大港区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (398,19,49,'天津市','天津市','大港区');"
399,19,49,天津市,天津市,东丽区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (399,19,49,'天津市','天津市','东丽区');"
400,19,49,天津市,天津市,西青区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (400,19,49,'天津市','天津市','西青区');"
401,19,49,天津市,天津市,津南区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (401,19,49,'天津市','天津市','津南区');"
402,19,49,天津市,天津市,北辰区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (402,19,49,'天津市','天津市','北辰区');"
403,19,49,天津市,天津市,武清区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (403,19,49,'天津市','天津市','武清区');"
404,19,49,天津市,天津市,宝坻区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (404,19,49,'天津市','天津市','宝坻区');"
405,19,49,天津市,天津市,宁河县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (405,19,49,'天津市','天津市','宁河县');"
406,19,49,天津市,天津市,静海县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (406,19,49,'天津市','天津市','静海县');"
407,19,49,天津市,天津市,蓟县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (407,19,49,'天津市','天津市','蓟县');"
408,20,50,河北省,石家庄市,长安区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (408,20,50,'河北省','石家庄市','长安区');"
409,20,50,河北省,石家庄市,桥东区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (409,20,50,'河北省','石家庄市','桥东区');"
410,20,50,河北省,石家庄市,桥西区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (410,20,50,'河北省','石家庄市','桥西区');"
411,20,50,河北省,石家庄市,新华区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (411,20,50,'河北省','石家庄市','新华区');"
412,20,50,河北省,石家庄市,井陉矿区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (412,20,50,'河北省','石家庄市','井陉矿区');"
413,20,50,河北省,石家庄市,裕华区,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (413,20,50,'河北省','石家庄市','裕华区');"
414,20,50,河北省,石家庄市,井陉县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (414,20,50,'河北省','石家庄市','井陉县');"
415,20,50,河北省,石家庄市,正定县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (415,20,50,'河北省','石家庄市','正定县');"
416,20,50,河北省,石家庄市,栾城县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (416,20,50,'河北省','石家庄市','栾城县');"
417,20,50,河北省,石家庄市,行唐县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (417,20,50,'河北省','石家庄市','行唐县');"
418,20,50,河北省,石家庄市,灵寿县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (418,20,50,'河北省','石家庄市','灵寿县');"
419,20,50,河北省,石家庄市,高邑县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (419,20,50,'河北省','石家庄市','高邑县');"
420,20,50,河北省,石家庄市,深泽县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (420,20,50,'河北省','石家庄市','深泽县');"
421,20,50,河北省,石家庄市,赞皇县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (421,20,50,'河北省','石家庄市','赞皇县');"
422,20,50,河北省,石家庄市,无极县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (422,20,50,'河北省','石家庄市','无极县');"
423,20,50,河北省,石家庄市,平山县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (423,20,50,'河北省','石家庄市','平山县');"
424,20,50,河北省,石家庄市,元氏县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (424,20,50,'河北省','石家庄市','元氏县');"
425,20,50,河北省,石家庄市,赵县,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (425,20,50,'河北省','石家庄市','赵县');"
426,20,50,河北省,石家庄市,辛集市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (426,20,50,'河北省','石家庄市','辛集市');"
427,20,50,河北省,石家庄市,藁城市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (427,20,50,'河北省','石家庄市','藁城市');"
428,20,50,河北省,石家庄市,晋州市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (428,20,50,'河北省','石家庄市','晋州市');"
429,20,50,河北省,石家庄市,新乐市,"INSERT INTO sf_area(area_id,province_id,city_id,province_name,city_name,area_name) VALUES (429,20,50,'河北省','石家庄市','新乐市');"
